id,year,title,runtime,collection,genres,tagline,overview,cast,director,producer,keywords,adult,production_companies,spoken_languages,popularity,vote_count,vote_average
63,1995,Twelve Monkeys,129,,"['Science Fiction', 'Thriller', 'Mystery']",The future is history.,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.","['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer', 'David Morse']",['Terry Gilliam'],['Charles Roven'],"['schizophrenia', 'philadelphia, pennsylvania', 'stockholm syndrome', 'underground', 'time travel', 'post-apocalyptic future', 'dystopia', 'mental institution', 'lethal virus', 'paradox', 'psychiatrist', 'monkey', 'cult film', 'subterranean', 'recurring dream', '1990s', '2030s', 'cassandra syndrome']",False,"['Universal Pictures', 'Atlas Entertainment', 'Classico']","['English', 'French']",55.618,7243,7
9598,1995,Babe,91,Babe Collection,"['Fantasy', 'Drama', 'Comedy', 'Family']",A little pig goes a long way.,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.","['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving', 'Miriam Flynn']",['Chris Noonan'],"['George Miller', 'Doug Mitchell', 'Bill Miller']","['alarm clock', 'cat', 'duck', 'sheep', 'pig', 'farm', 'affection', 'piglet', 'heroism', 'anthropomorphism', ""based on children's book"", 'dog', 'separation', 'farmer', 'grandson', 'sheepdog', 'talking pig', 'christmas']",False,"['Universal Pictures', 'Kennedy Miller Productions']",['English'],20.999,2508,6
687,1995,Dead Man Walking,122,,['Drama'],,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,"['Susan Sarandon', 'Sean Penn', 'Robert Prosky', 'Raymond J. Barry', 'R. Lee Ermey']",['Tim Robbins'],"['Tim Robbins', 'Rudd Simmons', 'Jon Kilik']","['prison', 'rape', 'nun', 'socially deprived family', 'penalty', 'death penalty', 'despair', 'death row', 'therapist', 'self-discovery', 'prison cell', 'court case', 'death sentence', 'doomed man', 'sentence', 'lethal injection', 'forgiveness', 'charity', 'mercy petition', 'rage and hate', 'unsociability', 'right and justice', 'court', 'cowardliness']",False,"['Havoc', 'PolyGram Filmed Entertainment', 'Working Title Films']",['English'],13.545,1131,7
33689,1995,It Takes Two,101,,"['Comedy', 'Family', 'Romance']",Two identical strangers. Two different worlds. One perfect match.,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.","['Kirstie Alley', 'Steve Guttenberg', 'Ashley Olsen', 'Mary-Kate Olsen', 'Jane Sibbett']",['Andy Tennant'],"['James Orr', 'Jim Cruickshank']","['matchmaking', 'orphan', 'identical twin', 'relationship sabotage']",False,"['Warner Bros. Pictures', 'Dualstar Productions', 'Rysher Entertainment', 'Orr & Cruickshank']",['English'],17.242,772,6
9603,1995,Clueless,97,,"['Comedy', 'Romance']",Sex. Clothes. Popularity. Is there a problem here?,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.","['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy', 'Paul Rudd', 'Donald Faison']",['Amy Heckerling'],"['Scott Rudin', 'Robert Lawrence']","['based on novel or book', 'puberty', 'high school', 'make a match', 'spoiled child', 'coming of age', 'conflict', 'wedding', 'woman director', 'gay']",False,['Paramount'],"['Spanish', 'English']",24.487,3744,7
34615,1995,"Cry, the Beloved Country",106,,['Drama'],,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,"['James Earl Jones', 'Charles S. Dutton', 'Jack Robinson', 'Tsholofelo Wechoemang', 'Ramalao Makhene']",['Darrell James Roodt'],"['Anant Singh', 'Harry Alan Towers']","['based on novel or book', 'south africa', 'apartheid', 'priest', '1940s', 'race relations']",False,"['Miramax', 'Distant Horizon', 'Alpine Pty Limited']",['English'],3.855,21,6
31174,1995,Richard III,104,,"['Drama', 'War']","I can smile, and murder while I smile","A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.","['Ian McKellen', 'Annette Bening', 'Jim Broadbent', 'Robert Downey Jr.', 'Kristin Scott Thomas']",['Richard Loncraine'],"['Stephen Bayly', 'Lisa Katselas']","['england', 'kidnapping', 'murder', 'king']",False,"['United Artists', 'British Screen', 'First Look Pictures', 'Mayfair Entertainment International', 'Bayly/Paré Productions']",['English'],8.071,146,6
11443,1995,Dead Presidents,119,,"['Action', 'Drama', 'Crime', 'War']","In this daring heist, the only color that counts is green",On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,"['Larenz Tate', 'Keith David', 'Chris Tucker', 'Freddy Rodríguez', 'Rose Jackson']","['Albert Hughes', 'Allen Hughes']","['Albert Hughes', 'Allen Hughes']","['post traumatic stress disorder', 'drug abuse', 'war veteran', 'vietnam', 'heist', 'money', 'loss of virginity', 'redemption', 'revolutinoary', 'mercy killing', 'armored truck', 'bronx, new york city', 'medic', '1960s']",False,"['Caravan Pictures', 'Underworld Entertainment', 'Hollywood Pictures']",['English'],10.082,232,6
35196,1995,Restoration,117,,"['Drama', 'Romance']","An ordinary man, an irresistible offer. In a world of seduction and power, temptation has its price.","An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.","['Robert Downey Jr.', 'Meg Ryan', 'Sam Neill', 'David Thewlis', 'Hugh Grant']",['Michael Hoffman'],"['Cary Brokaw', 'Andy Paterson', 'Sarah Black']","['jealousy', 'medicine', 'fountain', 'court', 'wealth', 'spaniel', 'gloves', '17th century', 'british monarchy']",False,['Miramax'],"['English', 'French']",8.989,93,6
9312,1995,Mortal Kombat,101,Mortal Kombat Collection,"['Action', 'Fantasy']",Nothing In This World Has Prepared You For This.,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.","['Christopher Lambert', 'Robin Shou', 'Linden Ashby', 'Cary-Hiroyuki Tagawa', 'Bridgette Wilson-Sampras']",['Paul W. S. Anderson'],"['Lawrence Kasanoff', 'Lauri Apelian', 'Alison Savitch']","['saving the world', 'martial arts', 'monster', 'island', 'magic', 'villain', 'alternate dimension', 'ninja', 'gore', 'sorcerer', 'tournament', 'underground fighting', 'based on video game', 'gods', 'ghost', 'hand to hand combat', 'warrior', 'action hero', 'supernatural power', 'mortal kombat', 'good versus evil']",False,"['New Line Cinema', 'Threshold Entertainment']","['English', 'Italian', 'French']",24.571,1906,5
577,1995,To Die For,106,,"['Drama', 'Comedy', 'Crime']",All she wanted was a little attention,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.","['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck', 'Illeana Douglas']",['Gus Van Sant'],['Laura Ziskin'],"['adultery', 'based on novel or book', 'winter', 'obsession', 'new hampshire', 'mockumentary', 'narcissistic personality disorder']",False,"['Columbia Pictures', 'The Rank Organisation']",['English'],12.425,648,6
11861,1995,How to Make an American Quilt,116,,"['Drama', 'Romance']",There's beauty in the patterns of life.,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.","['Winona Ryder', 'Anne Bancroft', 'Ellen Burstyn', 'Kate Nelligan', 'Jean Simmons']",['Jocelyn Moorhouse'],"['Sarah Pillsbury', 'Midge Sanford']","['wedding vows', 'marriage proposal', 'married couple', 'monogamy', 'advice', 'marriage', 'quilt', 'love', 'family holiday', 'extramarital affair', 'grandmother', 'woman director']",False,"['Universal Pictures', 'Amblin Entertainment']",['English'],12.63,155,6
807,1995,Se7en,127,,"['Crime', 'Mystery', 'Thriller']",Seven deadly sins. Seven ways to die.,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'Kevin Spacey', 'R. Lee Ermey']",['David Fincher'],"['Arnold Kopelson', 'Phyllis Carlyle']","['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer', 'religion', 'whodunit', 'neo-noir']",False,"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",['English'],53.38,18146,8
10530,1995,Pocahontas,81,Pocahontas Collection,"['Adventure', 'Animation', 'Family', 'Romance']",An American legend comes to life.,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.","['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Christian Bale']","['Mike Gabriel', 'Eric Goldberg']",['James Pentecost'],"['culture clash', 'forbidden love', 'colony', 'musical', 'gold rush', 'princess', 'native american', 'colonisation', 'virginia', 'star crossed lovers', 'intercultural relationship', 'based on myths, legends or folklore', '17th century', 'shamanism', 'animal sidekick']",False,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",['English'],41.225,5031,6
8391,1995,When Night Is Falling,96,,"['Drama', 'Romance']",A visual treat on lust.,"A prudish woman working on tenure as a literacy professor at a large urban university finds herself attracted to a free-spirited, liberal woman who works at a local carnival.","['Pascale Bussières', 'Rachael Crawford', 'Henry Czerny', 'David Fox', 'Don McKellar']",['Patricia Rozema'],['Barbara Tranter'],"['professor', 'lgbt', 'woman director', 'lesbian']",False,['Alliance Communications Corporation'],['English'],12.95,55,6
629,1995,The Usual Suspects,106,,"['Drama', 'Crime', 'Thriller']",Five Criminals. One Line Up. No Coincidence.,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","['Gabriel Byrne', 'Stephen Baldwin', 'Kevin Spacey', 'Chazz Palminteri', 'Kevin Pollak']",['Bryan Singer'],"['Bryan Singer', 'Michael McDonnell']","['new york city', 'relatives', 'flashback', 'heist', 'police corruption', 'whodunit', 'theft', 'criminal', 'criminal mastermind', 'cargo ship', 'mind game', 'neo-noir', 'mystery villain', 'crime']",False,"['Blue Parrot Productions', 'Bad Hat Harry Productions']","['Spanish', 'English', 'French', 'Hungarian']",26.657,9050,8
11448,1995,Mighty Aphrodite,95,,"['Comedy', 'Romance']","Of all human weaknesses, obsession is the most dangerous, and the silliest!","When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.","['Woody Allen', 'Mira Sorvino', 'Helena Bonham Carter', 'F. Murray Abraham', 'Donald Symington']",['Woody Allen'],['Robert Greenhut'],"['prostitute', 'adoption', 'adoptive father', 'childlessness', 'looking for  birth parents', 'adoptive mother', 'illegal prostitution', 'child']",False,"['Miramax', 'Magnolia Pictures']",['English'],11.633,552,6
49133,1994,Lamerica,112,,['Drama'],,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.","['Enrico Lo Verso', 'Michele Placido', 'Piro Milkani', 'Carmelo Di Mazzarelli', 'Elida Janushi']",['Gianni Amelio'],"['Mario Cecchi Gori', 'Vittorio Cecchi Gori']",[],False,"['Canal+', 'Cecchi Gori Group Tiger Cinematografica', 'RAI', 'Vega Film', 'Arena Films', 'Alia Film']","['Albanian', 'Italian']",4.442,46,7
26441,1995,The Big Green,100,,"['Action', 'Adventure', 'Comedy', 'Family']",The biggest kick of the year!,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.","['Patrick Renna', ""Olivia d'Abo"", 'Steve Guttenberg', 'Bug Hall', 'Jessica Robertson']",['Holly Goldberg Sloan'],[],"['sports', 'football (soccer)', 'woman director']",False,"['Walt Disney Pictures', 'Caravan Pictures']","['German', 'English']",11.037,157,5
97406,1995,Georgia,115,,['Drama'],The toughest act to follow was their dreams.,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.","['Jennifer Jason Leigh', 'Mare Winningham', 'Ted Levine', 'Max Perlich', 'John Doe']",['Ulu Grosbard'],"['Jennifer Jason Leigh', 'Barbara Turner', 'Ulu Grosbard']","['sibling relationship', 'alcohol', 'seattle, usa', 'heroin', 'artist', 'singer', 'drugs', 'folk singer', 'sister sister relationship']",False,"['Miramax', 'CiBy 2000']","['English', 'French']",5.441,33,5
9089,1995,Home for the Holidays,103,,"['Comedy', 'Drama', 'Romance']",We'll do it every year... until we get it right.,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.","['Holly Hunter', 'Robert Downey Jr.', 'Anne Bancroft', 'Charles Durning', 'Dylan McDermott']",['Jodie Foster'],"['Jodie Foster', 'Peggy Rajski']","['generations conflict', 'baltimore, usa', 'thanksgiving', 'family clan', 'family conflict', 'woman director', 'christmas']",False,"['Paramount', 'Egg Pictures', 'PolyGram Filmed Entertainment']",['English'],9.96,151,6
11010,1994,The Postman,109,,"['Comedy', 'Drama', 'Romance']",Dreams do come true.,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,"['Massimo Troisi', 'Philippe Noiret', 'Maria Grazia Cucinotta', 'Renato Scarpa', 'Linda Moretti']",['Michael Radford'],"['Mario Cecchi Gori', 'Vittorio Cecchi Gori', 'Gaetano Daniele']","['island', 'letter', 'postman', 'naples, italy', 'fisherman', 'poet', 'love', 'poverty']",False,"['Cecchi Gori Group Tiger Cinematografica', 'Penta Film', 'Blue Dahlia Productions', 'Esterno Mediterraneo Film', 'K2 Two']","['Italian', 'Spanish']",11.551,993,7
11359,1995,The Indian in the Cupboard,96,,"['Adventure', 'Family', 'Fantasy']",,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,"['Hal Scardino', 'Litefoot', 'Lindsay Crouse', 'Richard Jenkins', 'Rishi Bhat']",['Frank Oz'],"['Kathleen Kennedy', 'Frank Marshall', 'Jane Startz']","['cupboard', 'games', 'puppet', ""based on children's book"", 'parallel world', 'toy comes to life', 'toy soldier']",False,"['Paramount', 'Columbia Pictures', 'The Kennedy/Marshall Company']","['English', 'Italian']",22.371,520,6
17182,1996,Eye for an Eye,101,,"['Thriller', 'Crime']",What do you do when justice fails?,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.","['Sally Field', 'Kiefer Sutherland', 'Ed Harris', ""Beverly D'Angelo"", 'Charlayne Woodard']",['John Schlesinger'],['Michael I. Levy'],"['rape', 'gun', 'self-defense', 'rape and revenge', 'grieving parents']",False,['Paramount'],"['Korean', 'French', 'English', 'Spanish']",20.189,290,6
2054,1995,Mr. Holland's Opus,137,,"['Drama', 'Music', 'Family']","Of All the Lives He Changed, the One That Changed the Most Was His Own.","In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.","['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas', 'Olympia Dukakis', 'William H. Macy']",['Stephen Herek'],"['Ted Field', 'Robert W. Cort', 'Michael Nolin']","['husband wife relationship', 'composer', 'mentor', 'deaf-mute', 'portland, oregon', 'music teacher', 'apprentice', 'high school', 'marching band', 'teacher student relationship', 'high school teacher', 'disabled', 'teaching', 'sign languages', 'father son relationship']",False,"['Hollywood Pictures', 'The Charlie Mopic Company', 'PolyGram Filmed Entertainment', 'Interscope Communications']",['English'],11.056,342,7
10607,1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,89,,['Comedy'],"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.","When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?","['Shawn Wayans', 'Marlon Wayans', 'Tracey Cherelle Jones', 'Chris Spencer', 'Vivica A. Fox']",['Paris Barclay'],"['Keenen Ivory Wayans', 'Eric L. Gold']","['date', 'slang', 'hip-hop', 'gangster', 'cousin', 'parody', 'hood', 'gang', 'social satire', 'racism']",False,"['Miramax', 'Island Pictures', 'Ivory Way Productions']","['Spanish', 'English']",74.33,1046,6
19760,1996,Two If by Sea,96,,"['Comedy', 'Romance']","A new comedy about love, laughter, and larceny","Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.","['Sandra Bullock', 'Denis Leary', 'Yaphet Kotto', 'Stephen Dillane', 'Tracey Cherelle Jones']",['Bill Bennett'],['James G. Robinson'],"['island', 'painting', 'thief', 'seasickness']",False,"['Warner Bros. Pictures', 'Morgan Creek Productions']",['English'],6.26,72,4
9536,1996,Bio-Dome,95,,['Comedy'],Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.","['Pauly Shore', 'Stephen Baldwin', 'William Atherton', 'Joey Lauren Adams', 'Teresa Hill']",['Jason Bloom'],"['Brad Krevoy', 'Steven Stabler', 'Bradley Jenkel']","['biotope', 'vegetarian', 'pollution', 'biosphere']",False,"['Metro-Goldwyn-Mayer', '3 Arts Entertainment', 'Motion Picture Corporation of America', 'Weasel Productions']","['Russian', 'English']",10.34,298,4
11525,1996,Lawnmower Man 2: Beyond Cyberspace,92,The Lawnmower Man Collection,"['Science Fiction', 'Horror', 'Action', 'Thriller']","God made him simple. Science made him a god. Now, he wants revenge.","Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.","['Patrick Bergin', 'Matt Frewer', ""Austin O'Brien"", 'Ely Pouget', 'Camille Cooper']",['Farhad Mann'],"['Edward Simons', 'Keith Fox']","['technology', 'hacker', 'virtual reality', 'computer', 'sword fight', 'revenge', 'cyberpunk', 'scientist', 'cyberspace', 'surveillance', 'based on short story', 'world domination', 'supernatural power']",False,['New Line Cinema'],['English'],8.757,109,2
4482,1995,French Twist,95,,"['Comedy', 'Romance']",A scorned wife. An outrageous affair. The perfect revenge.,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.","['Victoria Abril', 'Josiane Balasko', 'Alain Chabat', 'Ticky Holgado', 'Catherine Hiegel']",['Josiane Balasko'],['Pierre Grunstein'],"['love triangle', 'southern france', 'estate agent', 'menage a trois', 'van', 'polyamory', 'woman director']",False,"['Renn Productions', 'Canal+', 'TF1 Films Production', 'Les Films Flam']","['French', 'Spanish']",9.208,265,6
10634,1995,Friday,91,Friday Collection,['Comedy'],A lot can go down between thursday and saturday...,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.","['Ice Cube', 'Chris Tucker', 'Nia Long', ""Tom 'Tiny' Lister Jr."", 'John Witherspoon']",['F. Gary Gray'],[],"['rap music', 'parent child relationship', 'drug dealer', 'male friendship', 'rapper', 'urban life', 'slacker', 'bully', 'marijuana', 'pot smoking', 'los angeles, california', 'drugs']",False,['New Line Cinema'],"['English', 'Spanish']",39.93,1453,7
755,1996,From Dusk Till Dawn,108,From Dusk Till Dawn Collection,"['Horror', 'Action', 'Thriller', 'Crime']",One night is all that stands between them and freedom. But it's going to be a hell of a night.,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.","['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu']",['Robert Rodriguez'],"['Gianni Nunnari', 'Meir Teper']","['dancing', 'sibling relationship', 'showdown', 'sheriff', 'bank robber', 'vampire', 'holy water', 'siege', 'stripper', 'priest', 'bank robbery', 'preacher', 'hostage situation', 'crucifix', 'recreational vehicle', 'mexican american border', 'female stripping', 'boa constrictor', 'foot fetish', 'barefoot']",False,"['Miramax', 'A Band Apart', 'Dimension Films', 'Los Hooligans Productions']","['English', 'Spanish']",28.231,5096,7
